ball,bowler_batsman,result,commentary,length,line
85.1,"Cummins to Ashwin, no run",â€¢,"length ball on off stump, straightening just a touch. Defended back to the bowler off the front foot",Good,Off Stump
84.6,"Starc to Saha, no run",â€¢,"142kph and squares him up. Short of a length and into middle stump, then it pitches and goes away as Saha looks to defend for a leg stump line",Good,Middle Stump
84.5,"Starc to Saha, 2 runs",2,"good length and into leg stump, squeezed past short leg with a closed face",Good,Leg Stump
84.4,"Starc to Ashwin, 1 run",1,top edge is short of fine leg. Short and at the stomach. Takes the pull on and is not in full control as it gets big on him,Full,Leg Stump
84.3,"Starc to Ashwin, 2 runs",2,nicely played. Full wobbly delivery at off stump at 145kph. Offers the full face and drives it past the non-striker,Full,Off Stump
84.2,"Starc to Ashwin, no run",â€¢,short and pushed wide outside off. 141kph. Looks to cut hard and misses,Short,Outside Off
84.1,"Starc to Ashwin, no run",â€¢,"full inswinger, starts at leg stump and keeps sliding on as he looks to flick",Full,Leg Stump
83.6,"Hazlewood to Saha, no run",â€¢,"good length and in at middle stump, gets forward and low to defend. Rapped on the glove, it appears",Good,Middle Stump
83.5,"Hazlewood to Saha, no run",â€¢,"good length at off stump, defended to slip off the back foot",Good,Outside Off
83.4,"Hazlewood to Saha, no run",â€¢,"left on height. No visibility issues if Saha meant this leave. Close. Good length, slammed into the corridor, nipping back in and sailing over off stump",Good,Outside Off
83.3,"Hazlewood to Ashwin, 1 run",1,"full and just outside off, punched to mid-off's left off the front foot",Full,Outside Off
83.2,"Hazlewood to Vihari, OUT",W,"that looks dead in front! No vigour at all in terms of a review from Vihari this time. Good length ball, sliding straight on at an off stump line. Vihari brings down an angled bat and is beaten on the inside edge by a long way. It hits his back leg in front of off. Once again, a very odd shot. I wonder if visibility has anything to do with this. Whether it does or not, it's Australia's premier fast bowlers doing the job even late in the day. What a wonderful day they've had, pure quality",Good,Off Stump
83.1,"Hazlewood to Vihari, FOUR runs",4,"oh that's a good-looking drive. Full outswinger outside off, gets low, on his back knee, and drills it through the covers",Full,Outside Off
82.6,"Starc to Saha, no run",â€¢,"short of a length across the corridor, left alone",Good,Outside Off
82.5,"Starc to Saha, no run",â€¢,"good length and in the corridor, watches it through as he lets it go",Good,Outside Off
82.4,"Starc to Saha, no run",â€¢,"good length on leg stump, defended on the front foot",Good,Leg Stump
82.3,"Starc to Saha, no run",â€¢,"full inswinger in the corridor, driven firmly to point",Full,Outside Off
82.2,"Starc to Vihari, 1 leg bye",1lb,"appeal for lbw as Vihari falls over a flick. It isn't the most confident appeal, and it isn't given, but Australia have reviewed. That's swung and beaten him on pace, and it's umpire's call",Unknown,Unknown
82.1,"Starc to Vihari, no run",â€¢,"back of a length, swinging down leg, looks to glance but can't connect",Good,Leg Stump
81.6,"Hazlewood to Saha, no run",â€¢,"length at leg stump, defended on the front foot",Good,Leg Stump
81.5,"Hazlewood to Vihari, 1 run",1,"good length at off stump, defended into the off side",Good,Off Stump
81.4,"Hazlewood to Vihari, no run",â€¢,"short of a length and wide outside off, left alone",Good,Outside Off
81.3,"Hazlewood to Vihari, FOUR runs",4,"full outswinger in the corridor, looks to flick, closes the face on it too soon and gets a leading edge through point",Full,Outside Off
81.2,"Hazlewood to Vihari, no run",â€¢,beaten. Short of a length and curving away from the corridor as he has a jab at it,Good,Outside Off
81.1,"Hazlewood to Vihari, no run",â€¢,"good length and jagging back into the stumps, defended off the back foot",Good,Off Stump
80.6,"Starc to Saha, no run",â€¢,"length and at the stumps, blocked on the front foot",Good,Unknown
80.5,"Starc to Saha, no run",â€¢,"good length and at the stumps, defended on the front foot",Good,Unknown
80.4,"Starc to Rahane, OUT",W,"gone, that looked plumb! Was he beaten for pace there? It's given, and Rahane was walking away, but Vihari calls him back and asks him to review. Full, maybe swinging back a touch. Rahane is stuck on the crease, feet going nowhere, and he jams his bat down in a slicing motion to keep it out as it tails in late. Not too extravagantly at all. Pitching just inside the line of leg stump, swinging to hit leg stump, and India lose their review. Massive wicket, this",Full,Leg Stump
80.3,"Starc to Vihari, 3 runs",3,"shot. This is his favourite area - mid-on and midwicket. Overpitches on off stump, and he shows the full face and drives between the bowler and mid-on",Full,Off Stump
80.2,"Starc to Vihari, no run",â€¢,"fullish, angling across to off stump, no swing back. Blocked to short extra-cover",Full,Outside Off
80.1,"Starc to Vihari, no run",â€¢,"length ball slanting across to off stump, defended into the covers. No real swing just yet",Good,Outside Off
79.6,"Green to Rahane, no run",â€¢,"length ball angling into leg stump, defended into the on side",Good,Leg Stump
79.5,"Green to Rahane, no run",â€¢,"length ball in the corridor, steep bounce again, left alone. Went wider on the crease to try and make Rahane play for the angle, but the length and Green's height made it easier for Rahane to leave",Good,Outside Off
79.4,"Green to Rahane, no run",â€¢,"digs it in short close to off stump. Leaves the batsman after pitching, and Rahane drops his gloves and leaves it alone",Short,Off Stump
79.3,"Green to Vihari, 1 run",1,"back of a length close to off stump, gets right on top of the bounce, dabs gently to the left of short extra, and goes yeahyeahyeahyeah early and loud",Good,Off Stump
79.2,"Green to Vihari, no run",â€¢,"fuller now, angling into off stump, gets forward to block it back to the bowler",Full,Off Stump
79.1,"Green to Vihari, no run",â€¢,"nice. Excellent line, nipping in from not too far outside off, but Vihari trusts the bounce and leaves on length. Bounced pretty much over the top of off stump",Good,Outside Off
78.6,"Lyon to Rahane, no run",â€¢,"dips onto a better length outside off, plus Rahane is shorter, so he defends respectfully back to the bowler",Full,Outside Off
78.5,"Lyon to Vihari, 3 runs",3,"shot. Excellent stride forward to pounce on some marginal overpitching, and drives into the wide open spaces in the covers, below the feet of the jumping silly point fielder",Good,Outside Off
78.4,"Lyon to Vihari, no run",â€¢,"length ball, drawing Vihari forward with flight and turning into the stumps with bounce. Clipped neatly into the on side",Good,Unknown
78.3,"Lyon to Vihari, no run",â€¢,"now he flights one higher and wider outside off, with lots of overspin. Left alone",Unknown,Outside Off
78.2,"Lyon to Vihari, no run",â€¢,"flatter one, turns from close to off stump. Just lets it spin and hit his pad on the back foot. Was turning down leg",Good,Off Stump
78.1,"Lyon to Rahane, 1 run",1,"length ball spinning in towards leg stump, worked away through square leg",Good,Leg Stump
77.6,"Green to Vihari, no run",â€¢,"ooh, another edge fails to carry. No question of soft hands here. Third slip is in place, and Vihari, new to the crease, isn't fully forward to drive this well pitched-up ball in the corridor. Straightens on him, and he goes pretty hard at the drive, but the ball goes low towards third slip and bounces short of the fielder, Labuschagne",Full,Outside Off
77.5,"Green to Vihari, no run",â€¢,"back of a length in the corridor, excellent carry through to Paine after Vihari leaves, careful that he gets his bat and gloves up above his head and away from the ball's path",Good,Outside Off
77.4,"Green to Vihari, no run",â€¢,"a little fuller, a little wider, left alone",Full,Outside Off
77.3,"Green to Vihari, no run",â€¢,"beauty. Draws Vihari forward with the length in the corridor, and gets it to straighten past the outside edge of his defensive bat",Good,Outside Off
77.2,"Green to Vihari, no run",â€¢,"length ball nipping in towards off stump, blocked back to the bowler",Good,Off Stump
77.1,"Green to Vihari, no run",â€¢,"bouncer to start, outside off, easily evaded",Short,Outside Off
76.6,"Lyon to Rahane, OUT",W,"full, flighted ball on off stump, and a mix-up ends this promising stand. Yikes. Rahane gets forward to play the checked drive, well within range of the fielder at mid-off, who's hurtling forward at speed. Rahane takes a couple of steps out, Kohli responds, then Rahane sends him back, by which time he's already halfway down the pitch and in no position to get back. What a moment, ends a brilliantly controlled knock from Kohli, and brings the new batsman in with the second new ball looming",Full,Off Stump
76.5,"Lyon to Kohli, 1 run",1,"tossed up on leg stump, gets nicely forward to work it along the floor to deep midwicket",Full,Leg Stump
76.4,"Lyon to Rahane, 1 run",1,"nice judgment of length. Spinning in towards off stump, goes right back to tuck it to the left of backward square leg",Good,Off Stump
76.3,"Lyon to Kohli, 1 run",1,"tossed up on off stump, and this time he gets to the pitch of it with his front-foot stretch. Clipped down to long-on",Full,Off Stump
76.2,"Lyon to Kohli, no run",â€¢,"nicely flighted, pitches on off and spins into leg stump. Gets forward and clips watchfully behind square",Full,Off Stump
76.1,"Lyon to Kohli, no run",â€¢,"flat length ball spinning towards leg stump, goes back and works it to backward square leg",Good,Leg Stump
75.6,"Cummins to Rahane, no run",â€¢,"shortish outside off, left alone",Short,Outside Off
75.5,"Cummins to Rahane, no run",â€¢,"length ball on off stump, defended into the covers",Good,Outside Off
75.4,"Cummins to Rahane, SIX runs",6,"tests him with the short ball, and that's not fully controlled, but Rahane manages to put it in the gap to the left of long leg. Difficult ball, rising over his back shoulder, but he sees it early and is into the hook quickly. Meets it in front of his body, but can't control the height of it. Carries all the way over the rope, so he won't mind. Wasn't off the edge - met it with his bat pointing up",Full,Outside Off
75.3,"Cummins to Rahane, no run",â€¢,"length ball on off stump, defended to point",Good,Outside Off
75.2,"Cummins to Rahane, no run",â€¢,"back of a length, angling in towards off stump. Rahane lets it come right up under his eye, defends down by his feet with soft hands",Good,Off Stump
75.1,"Cummins to Rahane, no run",â€¢,"length ball on off stump, stays back and lets it come on, pushes into the covers looking for one. The bowler moves quickly to the ball to cut off the single",Good,Outside Off
75.1,"Cummins to Rahane, 1 wide",1w,"bouncer, rising steeply over off stump. Rahane sways his upper body away from the line, dropping his head into the leg side. Leaves the bat pointing up, though it's well away from the ball's path",Short,Outside Off
74.6,"Lyon to Kohli, no run",â€¢,"flatter, back of a length outside off, goes back and across to defend with the turn into the on side",Good,Outside Off
74.5,"Lyon to Rahane, 1 run",1,"down the track to this flighted ball on a middle-and-leg line, clipped down to long-on",Good,Middle Stump
74.4,"Lyon to Rahane, no run",â€¢,"back of a length, spins in from outside off, goes back to whip to midwicket",Good,Outside Off
74.3,"Lyon to Kohli, 1 run",1,"flat length ball spinning into middle and leg, goes deep in his crease to work it into the backward square leg region",Good,Middle Stump
74.2,"Lyon to Kohli, FOUR runs",4,"tossed up outside off, and it lands a touch too full. Stroked away with ease, to the left of short extra-cover",Full,Outside Off
74.1,"Lyon to Rahane, 1 run",1,"drops short, spinning towards the thigh pad, pulled to the right of deep midwicket",Short,Leg Stump
73.6,"Cummins to Kohli, no run",â€¢,"length ball on off stump, defended to short cover",Good,Outside Off
73.5,"Cummins to Rahane, 1 run",1,"length ball, angling into the stumps, clipped through forward square leg",Good,Leg Stump
73.4,"Cummins to Rahane, FOUR runs",4,"edged again, and it runs away between second slip and gully. A touch shorter, similar sort of behaviour, straightens in the corridor. Stuck on the crease, and he pokes at it with an open face",Short,Outside Off
73.3,"Cummins to Rahane, no run",â€¢,"ooh, edge doesn't carry. It's happened a few times today. Combination of soft hands from Rahane and the slowness of the pitch. There's bounce, but not a whole lot of pace. On the fuller side of a length, and Rahane is half-fotward in defence. The line forces him to play, and it straightens to take the edge, but it falls well short of second slip",Full,Outside Off
73.2,"Cummins to Rahane, no run",â€¢,"fullish, fifth-stump line, left alone",Full,Unknown
73.1,"Cummins to Rahane, no run",â€¢,"back of a length, close to off stump, stabbed to cover point",Good,Outside Off
72.6,"Lyon to Kohli, no run",â€¢,"good length and turning into leg stump, defended off the back foot",Good,Off Stump
72.5,"Lyon to Kohli, no run",â€¢,"full on leg stump, flicked to midwicket",Full,Leg Stump
72.4,"Lyon to Kohli, no run",â€¢,"good length at middle stump, reaches out and flicks to midwicket's right",Good,Outside Off
72.3,"Lyon to Rahane, 1 run",1,"short of a length, turning into off stump. Chopped past point",Good,Outside Off
72.2,"Lyon to Rahane, 2 runs",2,"overpitched wide outside off, reaches out and chops down on it to get it through the covers",Good,Outside Off
72.1,"Lyon to Rahane, no run",â€¢,"good length outside off, blocked on the front foot",Good,Outside Off
71.6,"Cummins to Kohli, no run",â€¢,"good length at off stump, solidly defended from the crease",Good,Off Stump
71.5,"Cummins to Rahane, 3 runs",3,"thick outside edge past gully's outstretched left hand. Soft hands as he gets forward to defend this length ball outside off. It straightens on him, but it's straight into the turf",Good,Outside Off
71.4,"Cummins to Rahane, no run",â€¢,"short of a length at off stump, defended off the back foot",Good,Off Stump
71.3,"Cummins to Rahane, no run",â€¢,"good length and wide outside off, left alone",Good,Outside Off
71.2,"Cummins to Rahane, no run",â€¢,"full and wide outside off, left alone",Full,Outside Off
71.1,"Cummins to Rahane, no run",â€¢,"good length at off stump, defended off the back foot",Good,Off Stump
71.1,"Cummins to Rahane, (no ball)",1nb,"short of a length at off stump, defended off the back foot",Good,Off Stump
71.1,"Cummins to Kohli, (no ball) 1 run",2nb,"131kph, good length and into the pads. Clipped to midwicket",Good,Leg Stump
70.6,"Lyon to Rahane, 1 run",1,"short and turning into off, makes room and cuts behind point. Addendum: A short run was called, the batsmen ran two",Short,Outside Off
70.5,"Lyon to Rahane, 2 byes",2b,cuts through the batsman and keeper. That bounce is back. He has changed ends. Short of a length and rising over middle stump as Rahane shapes to back away and cut this,Good,Middle Stump
70.4,"Lyon to Rahane, no run",â€¢,"good length and turning into off stump, defended from deep in the crease",Good,Off Stump
70.3,"Lyon to Rahane, no run",â€¢,"good length and dipping outside off, reaches out and flicks to midwicket",Good,Outside Off
70.2,"Lyon to Rahane, no run",â€¢,"short of a length and pushed through quicker in the corridor, left alone",Good,Outside Off
70.1,"Lyon to Rahane, no run",â€¢,short of a length and turning into his hips. Pushed to backward square off the back foot,Good,Off Stump
69.6,"Hazlewood to Kohli, no run",â€¢,"good length and wide outside off, left alone",Good,Outside Off
69.5,"Hazlewood to Kohli, no run",â€¢,"good length and wide outside off, left alone",Good,Outside Off
69.4,"Hazlewood to Kohli, no run",â€¢,"good length at off stump, shuffles and flicks to midwicket",Good,Off Stump
69.3,"Hazlewood to Kohli, no run",â€¢,"132kph, short of a length in the corridor, left alone",Good,Outside Off
69.2,"Hazlewood to Kohli, no run",â€¢,"good length and outside off, left alone",Good,Outside Off
69.1,"Hazlewood to Kohli, no run",â€¢,"full and just outside off, shuffles and stabs to mid-on",Full,Outside Off
68.6,"Starc to Rahane, no run",â€¢,"beaten again. 145kph and climbing as it slides across the corridor from a length. Rahane on the back foot again, swishing at it",Good,Outside Off
68.5,"Starc to Rahane, no run",â€¢,"beaten on the cut. 143kph, short and rising outside off. Got caught under this",Short,Outside Off
68.4,"Starc to Rahane, no run",â€¢,"full and very wide outside off, 142kph. Left alone",Full,Outside Off
68.3,"Starc to Rahane, 2 runs",2,"good length and just outside off, shuffles and carves this through cover on the up",Good,Outside Off
68.2,"Starc to Rahane, no run",â€¢,"143kph, good length and just outside off. Defended on the back foot",Good,Outside Off
68.1,"Starc to Rahane, no run",â€¢,"good length and pushed across the corridor, left alone",Good,Outside Off
67.6,"Hazlewood to Kohli, no run",â€¢,"short of a length outside off, left alone",Good,Outside Off
67.5,"Hazlewood to Kohli, FOUR runs",4,carted over the leg umpire. Short and about stomach height this time. Swivels and puts this away with authority,Short,Leg Stump
67.4,"Hazlewood to Kohli, no run",â€¢,oh beauty! Looks like a slow away-floater. Yes it is. Knuckle delivery. Good length and swerving away from the corridor as Kohli comes forward. Past the edge and dies on Paine,Good,Outside Off
67.3,"Hazlewood to Kohli, no run",â€¢,"good length and just outside off, defended to point on the front foot",Good,Outside Off
67.2,"Hazlewood to Kohli, no run",â€¢,"136kph, short of a length, wobbling again outside off. Left alone",Good,Outside Off
67.1,"Hazlewood to Kohli, no run",â€¢,"good length and wide outside off, left alone",Good,Outside Off
66.6,"Starc to Kohli, 1 run",1,"good length at middle stump, shuffles and tucks it to deep square off the back foot",Good,Off Stump
66.5,"Starc to Kohli, no run",â€¢,"good length, 144kph, wide outside off. Left alone",Good,Outside Off
66.4,"Starc to Kohli, no run",â€¢,"good length at off stump, inside edge onto pad as he looks to push this into the covers",Good,Outside Off
66.3,"Starc to Kohli, no run",â€¢,,,
66.2,"Starc to Kohli, FOUR runs",4,"nails the pull shot. Short at middle stump, sitting up nicely. He waits on that a tad, and then, swat. Quickly into the boundary",Short,Middle Stump
66.1,"Starc to Kohli, 2 runs",2,"good length at leg stump, shuffles and clips it fine",Good,Leg Stump
65.6,"Hazlewood to Kohli, 1 run",1,"direct hit at the striker's end. Length and into the body, he pats it into the leg side. Midwicket slides with an under-arm flick as Rahane stretches and dives. Just makes it",Good,Leg Stump
65.5,"Hazlewood to Kohli, no run",â€¢,appeal for lbw as Kohli gets forward to defend. This full ball dips in late and it's a bat-pad call. No review,Full,Leg Stump
65.4,"Hazlewood to Kohli, no run",â€¢,"good length and into off stump, defended off the back foot",Good,Off Stump
65.3,"Hazlewood to Kohli, no run",â€¢,"136kph, good length and swerving into the corridor. Soldily defended on the front foot",Good,Outside Off
65.2,"Hazlewood to Kohli, no run",â€¢,"good length and just outside off, punched on the rise to extra cover",Good,Outside Off
65.1,"Hazlewood to Kohli, no run",â€¢,"135kph, good length outside off and a lot of wobble as Rahane lets this go",Good,Outside Off
64.6,"Starc to Kohli, 1 run",1,"short ad just outside off, dropped into the off side with soft hands",Short,Outside Off
64.5,"Starc to Kohli, no run",â€¢,"short of a length just outside off, defended off the back foot",Good,Outside Off
64.4,"Starc to Kohli, no run",â€¢,"short of a length at off stump, defended off the back foot",Good,Off Stump
64.3,"Starc to Kohli, no run",â€¢,"146kph, good length and just outside off. Blocked on the front foot",Good,Outside Off
64.2,"Starc to Rahane, 3 runs",3,"sweet timing on this. Good length ball just outside off, gets his weight onto the back foot and caresses this through vacant cover. Lyon chases from point and puts in a slide to get this back into play. It's hit his body on first impact and dribbled away as he makes contact with the padding",Good,Outside Off
64.1,"Starc to Rahane, no run",â€¢,"141kph, short of a length and in the corridor. Punched to point off the back foot",Good,Outside Off
63.6,"Hazlewood to Kohli, no run",â€¢,"full and just outside off, defended on the front foot",Full,Outside Off
63.5,"Hazlewood to Kohli, no run",â€¢,full and at middle stump. Flicked to midwicket,Full,Middle Stump
63.4,"Hazlewood to Kohli, no run",â€¢,"134kph, short and slanted in at middle. Sways to let it go",Short,Middle Stump
63.3,"Hazlewood to Kohli, no run",â€¢,"good length, 134.5 kph in the corridor. Blocked on the front foot",Good,Outside Off
63.2,"Hazlewood to Kohli, no run",â€¢,good length and a hint of curve into the corridor. Left alone,Good,Outside Off
63.1,"Hazlewood to Kohli, no run",â€¢,"short of a length in the corridor, left alone",Good,Outside Off
62.6,"Starc to Rahane, no run",â€¢,"good length in the corridor, left alone",Good,Outside Off
62.5,"Starc to Kohli, 1 leg bye",1lb,"145kph, short of a length at leg stump. Leaps for the glance, cops it on the thigh guard",Good,Leg Stump
62.4,"Starc to Rahane, 1 run",1,"good length at off stump, dropped into the vacant point region for another single",Good,Outside Off
62.3,"Starc to Kohli, 1 run",1,"good length and just outside off, gets forward and stabs to deep point",Good,Outside Off
62.2,"Starc to Kohli, no run",â€¢,"short and climbing past the corridor, left alone",Short,Outside Off
62.1,"Starc to Kohli, no run",â€¢,"short of a length at off stump, defended off the back foot",Good,Off Stump
61.6,"Lyon to Rahane, FOUR runs",4,"top edge is safely wide of backward square. Brings out the sweep again. Full and outside off, gets down and has a swish from underneath this climbing ball",Full,Outside Off
61.5,"Lyon to Rahane, no run",â€¢,"good length and turning into off stump, defended off the back foot",Good,Off Stump
61.4,"Lyon to Rahane, no run",â€¢,"good length on off, gets big as he looks to defend. Bat-pad situation, but safely into the pitch",Good,Off Stump
61.3,"Lyon to Rahane, no run",â€¢,"looks for the sweep which might be a first today. It's outside off, and it turns into his body which is outside off too",Unknown,Outside Off
61.2,"Lyon to Kohli, 1 run",1,"good length outside off, reaches out and gets low as he flicks to deep square",Good,Outside Off
61.1,"Lyon to Kohli, no run",â€¢,"good length and dipping at off stump, plants the front leg across and flicks to midwicket",Good,Off Stump
60.6,"Cummins to Kohli, 1 run",1,"good length and at off stump, drops it into the off side with soft hands to pinch the run",Good,Off Stump
60.5,"Cummins to Kohli, no run",â€¢,"good length and into off stump, defended solidly",Good,Off Stump
60.5,"Cummins to Kohli, (no ball)",1nb,"bouncer in the corridor, left alone",Short,Outside Off
60.4,"Cummins to Kohli, no run",â€¢,short and in the corridor. Defended down the pitch,Short,Outside Off
