ball,bowler_batsman,result,commentary,length,line
114.3,"Hazlewood to Vihari, no run",â€¢,"fuller on the stumps, jams his bat down in defence. Plays it straight. Wade at short leg leaps up to field it with his left hand and has a shy that hits Vihari's boot",Full,Leg Stump
114.2,"Hazlewood to Vihari, no run",â€¢,"length on the stumps, punched through midwicket. They're not taking the single",Good,Unknown
114.1,"Hazlewood to Vihari, no run",â€¢,"fuller on the pads, it takes the pad and goes towards fine leg. Vihari wasn't offering a shot so no runs, but they're not running anyway",Full,Off Stump
113.6,"Labuschagne to Ashwin, no run",â€¢,"full toss outside off, punches it forcefully through point. No single taken still",Yorker,Outside Off
113.5,"Labuschagne to Ashwin, no run",â€¢,"length on the stumps, pushed back to the bowler",Good,Unknown
113.4,"Labuschagne to Ashwin, no run",â€¢,"good length, spinning away from outside off, left alone",Good,Outside Off
113.3,"Labuschagne to Ashwin, no run",â€¢,"drifts in a bit and on the stumps, solidly defended on the front foot",Unknown,Unknown
113.2,"Labuschagne to Ashwin, no run",â€¢,"fuller outside off, opens the bat face to steer to gully region",Full,Outside Off
113.1,"Labuschagne to Ashwin, no run",â€¢,goes down on one knee and unfurls a square drive but can't beat cover,Good,Outside Off
112.6,"Hazlewood to Vihari, no run",â€¢,"fuller length on a fifth stump line, coming in but safely left alone since that won't threaten off stump",Full,Off Stump
112.5,"Hazlewood to Vihari, no run",â€¢,"fuller, pushing forward to defend and this one tailed in late, he gets an inside edge that flies past short leg",Full,Leg Stump
112.4,"Hazlewood to Vihari, no run",â€¢,"fended off but lands safe. Don't think he was expecting the short one, was stuck on the crease and this was directed at his ribs, ends up fending it through the backward short leg area",Short,Off Stump
112.3,"Hazlewood to Vihari, no run",â€¢,"full on the pads, flicked off his toes through midwicket. They don't take the run again",Full,Off Stump
112.2,"Hazlewood to Vihari, no run",â€¢,"fuller on the pads, flicked to square leg. Good timing on that, but straight to the fielder",Full,Leg Stump
112.1,"Hazlewood to Vihari, no run",â€¢,"bouncer, but going down leg side, ducked under",Short,Leg Stump
111.6,"Labuschagne to Ashwin, no run",â€¢,"full toss and Ashwin launches a full-blooded drive at that, which hits silly point",Yorker,Outside Off
111.5,"Labuschagne to Ashwin, no run",â€¢,tossed up outside off again and Ashwin punches it to the deep point. I think India have decided there's no point stressing Vihari's hamstring and having Ashwin face Hazlewood. So no run,Full,Outside Off
111.4,"Labuschagne to Ashwin, no run",â€¢,"fuller outside off, opens the face to steer it to point on the front foot. Not running again",Full,Outside Off
111.3,"Labuschagne to Ashwin, no run",â€¢,"too short and spinning away outside off, slaps it to deep point. They're not taking the single",Short,Outside Off
111.2,"Labuschagne to Ashwin, no run",â€¢,"tossed up on the stumps, fully forward to defend",Full,Unknown
111.1,"Labuschagne to Ashwin, no run",â€¢,"length outside off, spinning away, left alone",Good,Outside Off
110.6,"Hazlewood to Vihari, no run",â€¢,"past the outside edge. Length ball in the channel, he might have been expecting it to tail into him, was playing inside the line and it goes past",Good,Unknown
110.5,"Hazlewood to Vihari, no run",â€¢,full on the stumps. The injury is making Vihari stay extremely still and that's perhaps helped him negotiate some of the bowling. Defended towards mid-on,Full,Unknown
110.4,"Hazlewood to Vihari, no run",â€¢,"length angling into him, turned to short leg",Good,Leg Stump
110.3,"Hazlewood to Vihari, no run",â€¢,"almost got through him. Got this to come back in and Vihari was pushing forward to defend, gets an inside edge onto pad",Unknown,Leg Stump
110.2,"Hazlewood to Vihari, no run",â€¢,"length on the stumps, punched to mid-on",Good,Unknown
110.1,"Hazlewood to Vihari, no run",â€¢,"full on off, blocked back down the pitch",Full,Off Stump
109.6,"Lyon to Ashwin, no run",â€¢,"length on the stumps, goes back and works it off his pads. Bounces to short leg",Good,Off Stump
109.5,"Lyon to Ashwin, no run",â€¢,"fuller on the stumps, tapped into the legside on the front foot",Full,Leg Stump
109.4,"Lyon to Ashwin, no run",â€¢,tossed up on leg stump this time but he's calmly forward on the front foot and defends to mid-on,Full,Leg Stump
109.3,"Lyon to Ashwin, no run",â€¢,comes on the front foot to defend it back to the bowler,Unknown,Unknown
109.2,"Lyon to Ashwin, no run",â€¢,"length spinning into him, turned off his pads to square leg",Good,Off Stump
109.1,"Lyon to Ashwin, no run",â€¢,steered towards point on the front foot,Unknown,Outside Off
108.6,"Starc to Vihari, no run",â€¢,"back of a length into him, keeps it down on the legside",Good,Leg Stump
108.5,"Starc to Vihari, no run",â€¢,offcutter but that is well wide of off. No way is Vihari going to stretch his hamstring to get near that,Unknown,Outside Off
108.4,"Starc to Vihari, no run",â€¢,"length ball angling into him, punched back",Good,Unknown
108.3,"Starc to Vihari, no run",â€¢,"length on off, defended back to the bowler",Good,Off Stump
108.2,"Starc to Vihari, no run",â€¢,"bouncer on off, arches his back to sway out of the way",Short,Off Stump
108.1,"Starc to Vihari, no run",â€¢,"length outside off, punched towards point",Good,Outside Off
107.6,"Lyon to Ashwin, FOUR runs",4,"very full again and Ashwin drives again, this time with an open bat face and the balls purrs to the point boundary",Full,Outside Off
107.5,"Lyon to Ashwin, FOUR runs",4,"tossed up outside off fuller, and Ashwin leans into a crisp punch that beats mid-off. Green from mid-on haring after it and puts in the dive but can't pull it in. Boundary to Ashwin",Full,Outside Off
107.4,"Lyon to Ashwin, no run",â€¢,"tossed up fuller, comes on the front foot and whips forward of square. The square leg runs to his left and slides to stop it.",Full,Leg Stump
107.3,"Lyon to Ashwin, no run",â€¢,"outside off again, defended into the offside",Unknown,Outside Off
107.2,"Lyon to Ashwin, no run",â€¢,"tossed up outside off, stretches forward to defend",Full,Outside Off
107.1,"Lyon to Ashwin, no run",â€¢,"length outside off spinning into him, goes back and clips to backward square leg",Good,Outside Off
106.6,"Starc to Vihari, no run",â€¢,"length on the stumps, patted back to the bowler. Frustration from Starc as he has a bit of a shy at the stumps, but Vihari doesn't even need to move to avoid that. Paine gathers",Good,Unknown
106.5,"Starc to Vihari, no run",â€¢,"back of a length on off, gently defended down to short leg",Good,Off Stump
106.4,"Starc to Vihari, no run",â€¢,"another short ball, closer to leg stump but still outside it. Starc's short stuff not as well directed as Cummins and Hazlewood so far",Short,Leg Stump
106.3,"Starc to Vihari, no run",â€¢,short ball but once again down leg and he just bends a little to avoid going anywhere near it,Short,Leg Stump
106.2,"Starc to Ashwin, 1 run",1,"short ball outside off, gets behind it and defends to mid-off",Short,Outside Off
106.1,"Starc to Ashwin, no run",â€¢,"well directed short ball after the spray down leg previous over, Ashwin moves across and taps it down near him from his ribs",Short,Leg Stump
105.6,"Lyon to Vihari, no run",â€¢,"tossed up fuller outside off, comes on the front foot and defends into the legside",Full,Outside Off
105.5,"Lyon to Vihari, no run",â€¢,"length ball, goes across and clips to mid-on",Good,Unknown
105.4,"Lyon to Vihari, no run",â€¢,tapped to the bowler's right,Unknown,Unknown
105.3,"Lyon to Vihari, no run",â€¢,"length outside off, defended on the front foot",Good,Outside Off
105.2,"Lyon to Vihari, no run",â€¢,"Lyon goes down and nearly screams his lungs out in appeal. How do you not review if you are going to appeal like that? They don't review. Tossed up outside off, he's coming forward to defend, looks like he's playing a shot to me and is struck outside the line.",Full,Outside Off
105.1,"Lyon to Vihari, no run",â€¢,"length outside off, spinning into him, worked to short fine leg",Good,Outside Off
104.6,"Starc to Ashwin, no run",â€¢,"back of a length and closer to leg stump now, Ashwin trying to flick while walking across, misses",Good,Leg Stump
104.5,"Starc to Ashwin, no run",â€¢,another short ball but it's well down leg and Ashwin is moving considerably across to counter the short stuff. This one is well clear,Short,Leg Stump
104.4,"Starc to Ashwin, no run",â€¢,"back of a length going across him, he gets in line and defends down the track",Good,Unknown
104.3,"Starc to Ashwin, no run",â€¢,"moving well inside the line and this is a short ball that is outside leg, so he ends up well clear of it",Short,Leg Stump
104.2,"Starc to Vihari, 1 run",1,"back of a length outside off, punched through point. He'll jog the single this time",Good,Outside Off
104.1,"Starc to Vihari, no run",â€¢,"full outside off, and leans into the cover drive. Finds the gap, but it'll be no run since Vihari is not going to run",Full,Outside Off
103.6,"Lyon to Ashwin, no run",â€¢,"ends the over in the same way. Fuller ball on off, defended on the front foot",Full,Off Stump
103.5,"Lyon to Ashwin, no run",â€¢,"he's keeping it nibbling around that off stump line, Ashwin happy to defend on the front foot",Unknown,Off Stump
103.4,"Lyon to Ashwin, no run",â€¢,"nice loop on that outside off, but Ashwin's reach helping him stride out to the pitch and defend",Unknown,Outside Off
103.3,"Lyon to Ashwin, no run",â€¢,"tossed up again, defended on the front foot again",Full,Unknown
103.2,"Lyon to Ashwin, no run",â€¢,"fuller, gets it to drift into the right hander but Ashwin lunges forward to defend",Full,Unknown
103.1,"Lyon to Ashwin, no run",â€¢,"tossed up on off, comes on the front foot to defend to mid-on",Full,Off Stump
102.6,"Cummins to Vihari, no run",â€¢,length ball but sliding down leg and Vihari's happy to let it slide,Good,Leg Stump
102.5,"Cummins to Vihari, no run",â€¢,"length on leg stump, tucked to square leg",Good,Leg Stump
102.4,"Cummins to Vihari, no run",â€¢,"and there's the bouncer, but a bit too short and he ducks under",Short,Unknown
102.3,"Cummins to Vihari, no run",â€¢,"length outside off, defended",Good,Outside Off
102.2,"Cummins to Vihari, no run",â€¢,"back of a length outside off, pushed towards cover",Good,Outside Off
102.1,"Cummins to Vihari, no run",â€¢,"yorker on off stump, Vihari stays very still and calmly defends to mid-on",Yorker,Off Stump
101.6,"Lyon to Vihari, 1 run",1,"too short, goes back and punches through midwicket. Large enough gap to jog a single - and they can only jog them given Vihari's injury",Short,Unknown
101.5,"Lyon to Vihari, no run",â€¢,"tossed up outside off, stretches forward to defend",Full,Outside Off
101.4,"Lyon to Vihari, no run",â€¢,"tossed up fuller, driven to mid-on's left",Full,Unknown
101.3,"Lyon to Vihari, no run",â€¢,flicks it off his pads to square leg,Unknown,Off Stump
101.2,"Lyon to Vihari, no run",â€¢,"tossed up on off, driven firmly to mid-off",Full,Off Stump
101.1,"Lyon to Vihari, no run",â€¢,"length on off, turned into the legside",Good,Off Stump
100.6,"Cummins to Ashwin, no run",â€¢,"back of length again, into him tapped into the legside",Good,Leg Stump
100.5,"Cummins to Ashwin, no run",â€¢,"short again, and this time he goes back to pull, makes connection. Fielder at square leg flies to his right, gets hands to it, but drops it. Would have been an incredible take. Sean Abbot the fielder, on for Pucovski.",Short,Leg Stump
100.4,"Cummins to Ashwin, FOUR runs",4,"thick edge flies to third man. He was looking to get behind the ball, another short one, outside off, takes the shoulder of the bat and flies off. Bit of luck, but he's earned that but gutsing through this period",Short,Outside Off
100.3,"Cummins to Ashwin, no run",â€¢,"back of length outside off, pushes it to point",Good,Outside Off
100.2,"Cummins to Ashwin, no run",â€¢,"and one of the short balls has pinged him on the ribs. Ashwin went down, he's rubbing his chest too. This was another hostile ball, rising up at the rib cage. Ashwin tries to keep it down while moving across but can't get bat on it and the blow is a painful one.",Short,Unknown
100.1,"Cummins to Ashwin, no run",â€¢,"short to start with but down leg side, Ashwin's moving across anyway and lets it go",Short,Leg Stump
99.6,"Hazlewood to Vihari, no run",â€¢,"length on a sixth stump line, safely left alone",Good,Unknown
99.5,"Hazlewood to Ashwin, 1 run",1,"back of a length, he's moving across again, flicks it off his waist to fine leg",Good,Off Stump
99.4,"Hazlewood to Ashwin, no run",â€¢,"fuller, going down leg, he's going well across, tries to flick it but misses",Full,Leg Stump
99.3,"Hazlewood to Ashwin, no run",â€¢,"full on off, jabbed towards short cover",Full,Outside Off
99.2,"Hazlewood to Ashwin, no run",â€¢,"and he decides to take on the short stuff now, swivels inside the line and pulls, but can't beat backward square leg",Short,Leg Stump
99.1,"Hazlewood to Ashwin, no run",â€¢,"back at the ribs, Ashwin negotiates it safely tapping down in the legside near him",Unknown,Leg Stump
98.6,"Cummins to Vihari, no run",â€¢,"bouncer to finish but too short, easy enough to duck under",Short,Unknown
98.5,"Cummins to Vihari, no run",â€¢,full again but down legside. Vihari looking to flick but the ball goes past him down leg,Full,Leg Stump
98.4,"Cummins to Vihari, no run",â€¢,"length outside off, defended carefully towards gully",Full,Outside Off
98.3,"Cummins to Ashwin, 1 run",1,"slips in the fuller one on off, and Ashwin flicks it through midwicket",Full,Outside Off
98.2,"Cummins to Ashwin, no run",â€¢,"short into the ribs, gets inside the line to fend it down but that hit the bat near the handle",Short,Unknown
98.1,"Cummins to Ashwin, no run",â€¢,"and another leading edge falls safe! Back of a length on off, he's moving across but weight on back foot, tries to tap it around but the leading edge goes over Cummins and lands safe",Good,Off Stump
97.6,"Hazlewood to Ashwin, 1 run",1,"looped in the air but lands safely behind square leg Was moving across, tried to flick, got a top edge that went high. Lands safe. He's earned that bit of luck maybe, with the bouncers he's weathered",Short,Leg Stump
97.5,"Hazlewood to Ashwin, no run",â€¢,and once again. They are going to pepper the batsmen with the short stuff clearly. Bouncer on off and Ashwin can't get out of the way but he does drop his hands and wears it on his right shoulder. The ball rolls to slip,Short,Outside Off
97.4,"Hazlewood to Ashwin, no run",â€¢,"fuller on off, solid in defence",Full,Off Stump
97.3,"Hazlewood to Ashwin, no run",â€¢,"another snorter. Ashwin's copping a fair bit, but this one doesn't hit him. Short outside off, climbing steeply and hisses past his grille",Short,Outside Off
97.2,"Hazlewood to Ashwin, no run",â€¢,"full on off, nicely behind it to defend",Full,Off Stump
97.1,"Hazlewood to Ashwin, no run",â€¢,"length ball coming in on off, he's moving across slightly and defends down the pitch",Good,Off Stump
96.6,"Cummins to Vihari, no run",â€¢,bouncer but too short that time and goes over his head,Short,Unknown
96.5,"Cummins to Vihari, no run",â€¢,"back of a length on off, gets behind it and defends",Good,Off Stump
96.4,"Cummins to Ashwin, 1 run",1,"well played by Ashwin, he's not cowed into hanging on the back foot. Length ball on off, moves across and clips off his pads through midwicket.",Good,Off Stump
96.3,"Cummins to Ashwin, no run",â€¢,"fuller on off, Ashwin solidly behind it to defend.",Full,Off Stump
96.2,"Cummins to Ashwin, no run",â€¢,"another bouncer, but played it well enough in the end. Cummins is steaming in. Bangs it in outside off and rising to head height again, Ashwin getting his hands up to defend, but the ball goes over and pings him on the right shoulder. Took some glove on the way, and dropped into the short point region.",Short,Outside Off
96.1,"Cummins to Ashwin, no run",â€¢,"given out caught off the bouncer but he's reviewing straightaway. Indicating it came off the arm guard. Snorter first up from Cummins, rises up to his face on leg stump as he's moving across and he's getting hands up to fend it off. The ball loops up beside him and Paine rushes in and dives full length to catch it. But Ashwin was right to review, that has not taken glove. Proper wake up call, first up.",Full,Off Stump
95.6,"Lyon to Vihari, no run",â€¢,"length ball around off, moves across and tucks it away towards square leg",Good,Off Stump
95.5,"Lyon to Ashwin, 1 run",1,"length ball, flatter and straighter around off, Ashwin was looking to defend from the back foot, the ball hits the outer half and rolls behind point, and they take a single",Good,Outside Off
95.4,"Lyon to Ashwin, no run",â€¢,"length ball around off and spinning, turns it towards short leg",Good,Off Stump
95.3,"Lyon to Ashwin, no run",â€¢,"a touch straighter this time, pushes it back towards the bowler",Unknown,Unknown
95.2,"Lyon to Ashwin, no run",â€¢,"pitched up outside off once more. A similar response from Ashwin, defended on the front foot",Unknown,Outside Off
95.1,"Lyon to Ashwin, no run",â€¢,"fuller around off, lunges forward and blocks",Full,Off Stump
94.6,"Starc to Vihari, no run",â€¢,"length ball outside off, taps it towards cover-point",Good,Outside Off
94.5,"Starc to Vihari, no run",â€¢,"bowls a bumper, Vihari does well to duck under it",Unknown,Unknown
94.4,"Starc to Vihari, no run",â€¢,"short of length around off, defended towards cover",Good,Outside Off
94.3,"Starc to Vihari, no run",â€¢,"fuller around off, defended from the front foot",Full,Off Stump
94.2,"Starc to Vihari, no run",â€¢,"fuller outside off, comes forward and blocks it towards cover-point",Full,Outside Off
94.1,"Starc to Vihari, no run",â€¢,"length ball angling in, defended on the leg side",Good,Leg Stump
