ball,bowler_batsman,result,commentary,length,line
95.1,"Lyon to Jadeja, FOUR runs",4,"gets just a bit of room, and Jadeja rocks back to cut that behind square for a handy boundary",Unknown,Unknown
94.6,"Starc to Bumrah, no run",â€¢,it's a bouncer and Bumrah ducks under it quickly,Short,Unknown
94.5,"Starc to Saini, OUT",W,"this is like catching practice. Similar short ball like two balls ago from Starc, Saini is cramped up and hands a dolly to short cover",Good,Outside Off
94.4,"Starc to Saini, no run",â€¢,"cranks it up to 145kmh, another nasty short ball and this time Saini gets the top of the bat towards gully, and sends Jadeja back. Starc has a big smile on his face",Short,Outside Off
94.3,"Starc to Saini, no run",â€¢,"quick short ball, Saini lobs it towards the vacant short cover region, Australians excited, but he's safe",Good,Outside Off
94.2,"Starc to Saini, 2 runs",2,"back of length on the stumps, Saini defends on his toes and a misfield at cover from Pucovski gives them two",Good,Outside Off
94.1,"Starc to Saini, no run",â€¢,short ball as expected but it's down leg and Saini doesn't have to move much,Short,Leg Stump
93.6,"Lyon to Saini, 1 run",1,"turning in from outside off, Saini defends on off and he keeps strikes with a single",Unknown,Outside Off
93.5,"Lyon to Saini, no run",â€¢,"full and flighted on middle, Saini drives it hard and back, and Lyon collects it quickly",Full,Middle Stump
93.4,"Lyon to Saini, no run",â€¢,"bit more towards middle and leg, Saini goes back and defends",Unknown,Middle Stump
93.3,"Lyon to Saini, no run",â€¢,"nicely bowled, Saini neither forward nor back this time, and defends on off again",Unknown,Off Stump
93.2,"Lyon to Saini, no run",â€¢,"goes on the back foot this time and lets the ball turn in, defends again",Unknown,Unknown
93.1,"Lyon to Saini, no run",â€¢,lunges forward at the last second and defends the ball to off,Unknown,Off Stump
92.6,"Green to Jadeja, no run",â€¢,"just outside off on length, Jadeja lets it go because of the angle",Good,Outside Off
92.5,"Green to Jadeja, no run",â€¢,he hops on the back foot and defends the short of length ball,Good,Unknown
92.4,"Green to Saini, 1 leg bye",1lb,towards the pads now and Saini gets some bat and pad to get off the mark with a single to fine leg,Unknown,Off Stump
92.3,"Green to Saini, no run",â€¢,"welcomes Saini with a bouncer, it's quick and he ducks under it",Short,Unknown
92.2,"Green to Jadeja, OUT",W,"looks like another run-out, Ashwin falls short this time! Jadeja dug out this half volley to the right of mid-off and called for the single quickly but Ashwin, not the quickest among the wickets, doesn't give it his all and Cummins does well to throw the ball to the keeper's end",Short,Off Stump
92.1,"Green to Jadeja, no run",â€¢,"slightly full outside off and slanting away, he leaves it alone",Full,Outside Off
91.6,"Lyon to Ashwin, no run",â€¢,"touch tighter, Ashwin leans forward once again for the length delivery outside off and blocks",Good,Outside Off
91.5,"Lyon to Ashwin, no run",â€¢,forward lean this time well outside off and he blocks it,Unknown,Outside Off
91.4,"Lyon to Ashwin, no run",â€¢,lets the ball turn into him and defends it to the right of short leg,Short,Leg Stump
91.3,"Lyon to Ashwin, no run",â€¢,goes back again and helps the ball to leg with the turn,Unknown,Leg Stump
91.2,"Lyon to Ashwin, FOUR runs",4,comes down to take the ball on the full and drives that nicely past mid-off for his second boundary,Full,Off Stump
91.1,"Lyon to Ashwin, no run",â€¢,"turning in from outside off, Ashwin defends on the back foot",Unknown,Outside Off
90.6,"Cummins to Jadeja, no run",â€¢,"back of length and coming in towards the batsman, he hops on the back foot and defends it back",Good,Unknown
90.5,"Cummins to Jadeja, no run",â€¢,"and another short ball angling in and rising towards Jadeja, he ducks once again",Short,Unknown
90.4,"Cummins to Jadeja, no run",â€¢,"targets the stumps once again from just outside off, Jadeja pushes it to mid-on this time",Good,Outside Off
90.3,"Cummins to Jadeja, no run",â€¢,there's the short ball and Jadeja ducks under it,Short,Unknown
90.2,"Cummins to Jadeja, no run",â€¢,"little shorter and angling in from outside off, Jadeja taps it towards cover point and wants one but is sent back",Good,Outside Off
90.1,"Cummins to Jadeja, no run",â€¢,"on length and coming in towards the stumps, Jadeja pushes it back",Good,Unknown
89.6,"Hazlewood to Ashwin, 2 runs",2,"fuller, clipped through midwicket",Full,Unknown
89.5,"Hazlewood to Ashwin, no run",â€¢,"back of a length, uneven bounce almost got Ashwin in a tangle. He was expecting it to rise to his ribs and had to hurriedly adjust as the ball came to just above waist. Manages to tap it down to the leg side",Good,Leg Stump
89.4,"Hazlewood to Ashwin, FOUR runs",4,"shot. Elegance from Ashwin, with a peachy cover drive to a full ball outside off",Full,Outside Off
89.3,"Hazlewood to Ashwin, no run",â€¢,"short ball, down leg again, Ashwin ducks slightly to let it pass",Short,Leg Stump
89.2,"Hazlewood to Ashwin, no run",â€¢,"length outside off, on the front foot to punch to mid-off",Good,Outside Off
89.1,"Hazlewood to Jadeja, 1 run",1,"full outside off, comes on the front foot to punch crisply to extra cover, where Starc fumbles and allows a single",Full,Outside Off
88.6,"Cummins to Ashwin, no run",â€¢,"fuller on off, tailing into him, played into the legside on the front foot",Full,Off Stump
88.5,"Cummins to Ashwin, no run",â€¢,"fuller on off, comes on the front foot to steer to gully.",Full,Outside Off
88.4,"Cummins to Ashwin, no run",â€¢,"and that's gone through him. Just about missed the outside edge. Full ball on off, straightens and he's left feeling for it",Full,Off Stump
88.3,"Cummins to Ashwin, no run",â€¢,"ill-directed bouncer, way down leg. Ashwin doesn't need to get anywhere near it",Short,Leg Stump
88.2,"Cummins to Pujara, OUT",W,"jaffa and Pujara is caught behind. Back of a length, and he put some shoulder into that as he got it to bounce appreciably. Pujara has been so good at not letting his hands follow the ball but there was nothing much he could do about this. Tries to rise up with it to defend but the ball takes a thin edge off the shoulder of the bat and goes to Paine. Magnificent bowling by Cummins",Good,Off Stump
88.1,"Cummins to Pujara, no run",â€¢,"bouncer, but directed well down legside",Short,Leg Stump
87.6,"Hazlewood to Jadeja, no run",â€¢,"fullish outside off, defended to cover",Full,Outside Off
87.5,"Hazlewood to Jadeja, no run",â€¢,"bouncer outside off first up, but Jadeja doesn't need to get anywhere near it. Staredown after the ball though, with Jadeja piercing Hazlewood with his gaze and Hazlewood returning it with interest. Ends in smiles for both",Short,Outside Off
87.4,"Hazlewood to Pant, OUT",W,"taken at first slip. Pant has not been his normal self since that blow to the forearm, and is drawn into another expansive drive to a full ball outside off. Edge flies to Warner's left at first slip, and he holds on. Important breakthrough for Australia, with the new ball",Full,Outside Off
87.3,"Hazlewood to Pant, no run",â€¢,"fuller outside off, strides on the front foot to defend towards point",Full,Outside Off
87.2,"Hazlewood to Pujara, 1 run",1,"fuller on the stumps, nudged through midwicket to raise afantastic fifty for Pujara. Battled all the way through it but has stood firm.",Full,Unknown
87.1,"Hazlewood to Pant, 1 run",1,"another sharp bouncer but Pant does okay with it, though in a bit of a tangle. Spits up from back of a length to his grille and Pant gets hands up and fends it down towards square leg",Good,Leg Stump
86.6,"Cummins to Pujara, no run",â€¢,"bouncer outside off now, but Pujara has to just stay still and tilt his head slightly out of the way to avoid that one",Short,Outside Off
86.5,"Cummins to Pujara, no run",â€¢,"fullish on the stumps, tapped towards mid-on",Full,Unknown
86.4,"Cummins to Pujara, no run",â€¢,"length coming into him, clipped to square leg",Good,Leg Stump
86.3,"Cummins to Pujara, FOUR runs",4,"and perfect riposte, in Pujara fashion. Length ball outside off, opens the face while coming on the front foot, plays with soft hands too, and gets the timing perfect for the ball to race to the third man boundary",Good,Outside Off
86.2,"Cummins to Pujara, no run",â€¢,"and now Pujara wears the ball on his body. Sharp bouncer from Cummins again, and Pujara can't get out of the way so he merely turns his body and cops the blow on his left shoulder. Phlegmatic as ever after being hit",Short,Leg Stump
86.1,"Cummins to Pujara, no run",â€¢,"good length in the channel, left alone",Good,Unknown
85.6,"Hazlewood to Pant, no run",â€¢,"length on off, again nicely behind it to defend",Good,Off Stump
85.5,"Hazlewood to Pant, no run",â€¢,"back of a length on off, solid in defence is Pant. On the back foot and behind the line to block",Good,Off Stump
85.4,"Hazlewood to Pant, no run",â€¢,"full outside off, nice stride out and Pant meets the ball well, punching it to extra cover",Full,Outside Off
85.3,"Hazlewood to Pant, no run",â€¢,"good bouncer and well dealt with. Rising straight up at his throat, but Pant stays still and defends to keep it down",Short,Unknown
85.2,"Hazlewood to Pant, no run",â€¢,"this one was bowled closer to off, in the channel, but Pant shoulders arms",Unknown,Off Stump
85.1,"Hazlewood to Pant, no run",â€¢,"oooh, was tempted into having a feel for it. Full ball, well outside off on a seventh stump line and Pant drawn into driving at it with feet nowhere close to the ball. Doesn't get the edge",Full,Outside Off
84.6,"Cummins to Pant, 1 run",1,"It is indeed short but Pant isn't fazed, and essays the same shot he tried the previous ball - except he connects this time. Controls it well enough too, keeping it on the ground as deep square leg runs to his right to field",Short,Leg Stump
84.5,"Cummins to Pant, no run",â€¢,"short one, and Pant goes for the pull but cops a blow on the arm. Painful. He's down on the ground now, physio coming out. This was coming into him and up to rib high, he expected it higher though which is why he couldn't connect with the pull and the ball pinged into his left forearm.",Short,Unknown
84.4,"Cummins to Pant, no run",â€¢,"this one is straighter, and Pant tries to work it off his pads, but doesn't connect",Unknown,Off Stump
84.3,"Cummins to Pant, no run",â€¢,"beaten. Inviting the drive outside off, and angling the ball in. Pant is a bit too legside of the ball and the stride is not big enough to meet it, goes for the drive and misses",Unknown,Outside Off
84.2,"Cummins to Pant, no run",â€¢,"yorker on the stumps, driven to mid-on",Yorker,Unknown
84.1,"Cummins to Pant, no run",â€¢,"length outside off, defended",Good,Outside Off
83.6,"Hazlewood to Pujara, no run",â€¢,"bouncer outside off, he arches his back to keep out of the way",Short,Outside Off
83.5,"Hazlewood to Pujara, no run",â€¢,"fuller on the stumps, defended solidly from the crease",Full,Unknown
83.4,"Hazlewood to Pujara, no run",â€¢,"too full and on the pads, clipped to square leg",Full,Leg Stump
83.3,"Hazlewood to Pujara, no run",â€¢,"length on the stumps, blocked into the legside",Good,Leg Stump
83.2,"Hazlewood to Pujara, no run",â€¢,"past the outside edge. Pujara's hands are so good, he doesn't follow it. Pitched in the channel and held it's line. Pujara stays inside the line which is why the edge has not come into play",Unknown,Unknown
83.1,"Hazlewood to Pant, 1 run",1,"fuller outside off, Pant leans into the drive, not sure the weight transfer was smooth enough but he gets enough on it to stroke through cover",Full,Outside Off
82.6,"Starc to Pujara, no run",â€¢,"back of a length on the stumps, gets this to zip past Pujara, who was half forward to defend. Bat close to body though so no danger of the edge coming into play with the ball moving away",Good,Unknown
82.5,"Starc to Pujara, no run",â€¢,"good length, gets it on the stumps and Pujara brings out the textbook forward defence",Good,Unknown
82.4,"Starc to Pujara, no run",â€¢,"slips in the bouncer that time, on leg stump, but short enough to spot early and duck under",Short,Outside Off
82.3,"Starc to Pujara, no run",â€¢,"length on the stumps, stays beside it and punches it to point",Good,Outside Off
82.2,"Starc to Pujara, no run",â€¢,"full but still on a fifth stump and with his angle from over the wicket, that's a straightforward leave everytime",Full,Unknown
82.1,"Starc to Pujara, no run",â€¢,"length ball, going across him, left alone outside off",Good,Outside Off
81.6,"Hazlewood to Pant, no run",â€¢,"good length, going across him, he shoulders arms and lets it through",Good,Unknown
81.5,"Hazlewood to Pant, no run",â€¢,"length outside off, left alone",Good,Outside Off
81.4,"Hazlewood to Pant, FOUR runs",4,"chopped to the third man boundary. Short ball outside off, and Pant almost seemed to decide on the shot at the last moment, was shaping to cut it but then held himself back a bit and sort of guided it through a fourth slip region",Short,Outside Off
81.3,"Hazlewood to Pant, no run",â€¢,"full on the stumps, shuffles a bit and taps it to midwicket",Full,Unknown
81.2,"Hazlewood to Pant, no run",â€¢,"full on off, Pant stays legside of it and plants his front foot forward to drive with authority, but can't go past extra cover",Full,Outside Off
81.1,"Hazlewood to Pant, no run",â€¢,"length ball on the stumps, pushed towards mid-on",Good,Unknown
80.6,"Starc to Pujara, no run",â€¢,"fuller but angling well across him and an easy leave outside off. appreciable bounce, as Paine gathers it head high",Full,Outside Off
80.5,"Starc to Pujara, no run",â€¢,"length ball in the channel, left alone.",Good,Unknown
80.4,"Starc to Pujara, no run",â€¢,"fuller on leg stump now, and shows the full face of the bat to pat it towards mid-on",Full,Leg Stump
80.3,"Starc to Pujara, no run",â€¢,"back of a length but slightly too far down leg side, which means Pujara can leave it well alone. Was on a fifth stump line to a left-hander",Good,Leg Stump
80.2,"Starc to Pujara, no run",â€¢,"length ball outside off, left alone",Good,Outside Off
80.1,"Starc to Pujara, 2 runs",2,"starts off with an almost yorker length ball tailing into him, ends up on the pads and is flicked through square",Yorker,Off Stump
79.6,"Lyon to Pujara, 1 run",1,"length, stays back and whips it off his pads through backward square leg",Good,Off Stump
79.5,"Lyon to Pujara, no run",â€¢,"good length, stayed back to whip it. Hung in the air for a mite before bouncing to midwicket",Good,Unknown
79.4,"Lyon to Pujara, no run",â€¢,"fuller and straighter, comes on the front foot to work it towards midwicket",Full,Unknown
79.3,"Lyon to Pujara, no run",â€¢,nice drift from Lyon - wonder if that will play a part in when the second new ball is taken? - and Pujara defends from the crease on off,Unknown,Off Stump
79.2,"Lyon to Pujara, no run",â€¢,"fuller on the stumps, stays back to it and plays it on the legside",Full,Leg Stump
79.1,"Lyon to Pujara, no run",â€¢,"tossed up outside off, padded away to slip",Full,Outside Off
78.6,"Green to Pant, no run",â€¢,ends the session with a bouncer and Pant ducks under it,Short,Unknown
78.5,"Green to Pant, no run",â€¢,"decent pace and carry outside off, and outside enough to be left alone",Unknown,Outside Off
78.4,"Green to Pant, no run",â€¢,"outside off on length, he helps it towards point",Good,Outside Off
78.3,"Green to Pant, no run",â€¢,"well pitched short ball, very close to the off stump line, it rises on Pant and goes just past his face as he almost drops his hands and turns his head towards the keeper. And then smiles",Short,Off Stump
78.2,"Green to Pant, no run",â€¢,"angles it away further from outside off, easy leave for Pant",Unknown,Outside Off
78.1,"Green to Pant, no run",â€¢,"short of length outside off, left alone by Pant",Good,Outside Off
77.6,"Labuschagne to Pujara, no run",â€¢,"innocuous delivery outside off, left alone",Unknown,Outside Off
77.5,"Labuschagne to Pant, 1 run",1,"turning it in sharply from around the wicket, good bounce too and Pant does well to tuck it between short leg and leg slip",Short,Outside Off
77.4,"Labuschagne to Pujara, 1 run",1,"turning it away from the batsman, punched into the covers for one",Good,Outside Off
77.3,"Labuschagne to Pant, 1 run",1,"pretty wide of the crease, this one is fuller and Pan drives it to long on",Full,Outside Off
77.2,"Labuschagne to Pant, no run",â€¢,"better line around off, there's turn and Pant blocks it",Unknown,Off Stump
77.1,"Labuschagne to Pant, no run",â€¢,turns this one down the leg side past Pant,Unknown,Leg Stump
76.6,"Green to Pant, 1 run",1,"on off stump, Pant defends it towards mid off and realises there's a quick single. Calls for it a bit late but makes it well in time",Unknown,Off Stump
76.5,"Green to Pant, no run",â€¢,"around the off stump again, keeps Pant on his toes as he defends this one on off",Unknown,Off Stump
76.4,"Green to Pant, no run",â€¢,"back of length around middle and off, Pant stays back and defends close to the pitch",Good,Off Stump
76.3,"Green to Pant, no run",â€¢,"oh, short ball that rose towards Pant and he ducked under it just in time",Short,Unknown
76.2,"Green to Pant, no run",â€¢,"stifled appeal for lbw as Pant is hit around the leg stump line, but it pitched outside the leg stump",Unknown,Leg Stump
76.1,"Green to Pant, no run",â€¢,outside the off stump with the angle and Pant leaves it alone,Unknown,Off Stump
75.6,"Labuschagne to Pujara, no run",â€¢,"left alone again outside off, Paine takes it this time after it turns",Unknown,Outside Off
75.5,"Labuschagne to Pujara, no run",â€¢,"nice turn outside off, Pujara lets it go and it even goes past Paine, but Smith does well to grab it with his left hand",Unknown,Outside Off
75.4,"Labuschagne to Pant, 1 run",1,"fullish on the stumps, helped along to leg for one more",Full,Leg Stump
75.3,"Labuschagne to Pujara, 1 run",1,comes down the track and drives it with the turn for a single,Unknown,Unknown
75.2,"Labuschagne to Pant, 1 run",1,loopy full toss and Pant pushes it to leg for one,Yorker,Leg Stump
75.1,"Labuschagne to Pant, no run",â€¢,"short and turning in from around the wicket, Pant pulls and hits short leg",Short,Leg Stump
74.6,"Starc to Pant, 1 run",1,"nearly taken at short leg! Bangs this in towards Pant's ribs, he tucks it awkwardly to leg and it just goes past the fielder's left hand",Short,Leg Stump
74.5,"Starc to Pant, no run",â€¢,"the bouncer around off stump this time, good bounce so Pant sways away from the line easily",Short,Off Stump
74.4,"Starc to Pant, no run",â€¢,this short ball down the leg side which Pant moves away from happily,Short,Leg Stump
74.3,"Starc to Pant, FOUR runs",4,there's the short ball but it's wide outside off and he takes out the upper cut to send that flying over the third man region for four more,Short,Outside Off
74.2,"Starc to Pant, no run",â€¢,"touch wider outside off, he steers it towards point",Unknown,Outside Off
74.1,"Starc to Pant, no run",â€¢,"outside off on length, Pant defends it back",Good,Outside Off
73.6,"Labuschagne to Pujara, no run",â€¢,drives this fuller delivery straight to cover,Full,Outside Off
73.5,"Labuschagne to Pujara, no run",â€¢,"nice turn outside off, Pujara leaves it and lets it turn away",Unknown,Outside Off
73.4,"Labuschagne to Pujara, no run",â€¢,"turns it away from Pujara outside off, he leans forward and defends",Unknown,Outside Off
73.3,"Labuschagne to Pant, 1 run",1,"better length, gets some turn into Pant who gets a thick inside edge to leg",Good,Leg Stump
73.2,"Labuschagne to Pant, FOUR runs",4,"around length on off, Pant takes out the big and powerful slog sweep and smacks that with the turn to the midwicket region for four",Good,Off Stump
73.1,"Labuschagne to Pant, no run",â€¢,"loud, loud appeal for caught behind down the leg side off Labuschagne's first ball! Paine takes the catch and looks very confident, he quickly consults the bowler and takes a review. Slow motion shows the ball is very close to the glove as Pant tries to pull a short ball, nothing on HotSpot, and no spike on Snicko either. There's a bit of gap between ball and glove in fact. So it stays not out",Short,Off Stump
72.6,"Starc to Pujara, no run",â€¢,"short of length towards off stump, Pujara hops and blocks it back",Good,Off Stump
72.5,"Starc to Pujara, no run",â€¢,"short of length and outside off, left alone",Good,Outside Off
72.4,"Starc to Pant, 1 run",1,"bangs in a short ball again, Pant is hurried up, he tries to play and at the same time take evasive action and ends up getting some glove as it balloons behind square on leg. Got him into an awkward position for sure",Short,Leg Stump
72.3,"Starc to Pujara, 1 leg bye",1lb,"short all into the batsman from wide of the crease, Pujara doesn't offer a shot and gets hit on the arm guard",Short,Outside Off
72.2,"Starc to Pant, 1 run",1,"shorter ball towards the hips, he helps it to fine leg",Short,Leg Stump
72.1,"Starc to Pant, 2 runs",2,in the driving zone and Pant pushes that into the covers for a quick second,Good,Outside Off
71.6,"Lyon to Pujara, FOUR runs",4,"too short outside off, and plenty of room for Pujara to pounce on that and punch it away for a cracking boundary. Rare poor ball from Lyon",Short,Outside Off
71.5,"Lyon to Pant, 1 run",1,"touch shorter and hint of room again, Pant slices that for one",Short,Unknown
71.4,"Lyon to Pant, no run",â€¢,goes back to outside off and Pant leaves again,Unknown,Outside Off
71.3,"Lyon to Pant, no run",â€¢,goes a bit wider while delivering and Pant blocks this in front of the stumps,Unknown,Outside Off
71.2,"Lyon to Pant, no run",â€¢,"closer to the stumps and touch fuller, he blocks this time",Full,Unknown
71.1,"Lyon to Pant, no run",â€¢,"outside off without much turn, he lets it go",Unknown,Outside Off
70.6,"Starc to Pujara, no run",â€¢,"more drivable length outside off, teasing line and length, but he lets it go",Good,Outside Off
70.5,"Starc to Pujara, no run",â€¢,"bangs it in again from short of length, Pujara works it towards cover point",Good,Outside Off
70.4,"Starc to Pujara, no run",â€¢,"well outside off now, easy leave",Unknown,Outside Off
70.3,"Starc to Pujara, no run",â€¢,"length delivery this time around off and middle, Pujara has his head down and blocks",Good,Off Stump
70.2,"Starc to Pujara, no run",â€¢,"angling into the abdomen, he helps it along towards midwicket",Unknown,Unknown
70.1,"Starc to Pujara, no run",â€¢,"bangs in a short of length ball into Pujara, he blocks it back",Good,Unknown
69.6,"Lyon to Pant, no run",â€¢,"length delivery outside off, Pant goes back and defends it back",Good,Outside Off
69.5,"Lyon to Pujara, 1 run",1,"nicely tossed up, Pujara dances down and drives with the turn wide of mid-on and gets one more as the fielder dives to his right",Full,Outside Off
69.4,"Lyon to Pant, 1 run",1,drives this one gently into the covers for one,Good,Outside Off
69.3,"Lyon to Pant, FOUR runs",4,gets some room outside off and Pant uses his hard hands and powerful arms to cut that away fiercely for a cracking four,Unknown,Outside Off
69.2,"Lyon to Pujara, 1 run",1,goes on the back foot this time and gets one by pushing into the covers,Good,Outside Off
69.1,"Lyon to Pujara, no run",â€¢,"well outside off, Pujara plonks his front foot well forward and offers the pad",Unknown,Outside Off
68.6,"Starc to Pant, 2 runs",2,just short of length and Pant punches that nicely through the cover point region in the gap for two more,Good,Outside Off
68.5,"Starc to Pant, no run",â€¢,"bangs in the short ball around off stump, Pant sways out of the line and lets it go. Oh, Starc also has a few words for Pant after that ball. Pant doesn't reply",Short,Off Stump
68.4,"Starc to Pant, no run",â€¢,"bit too full, Pant leans into it and drives this to mid-off",Full,Off Stump
68.3,"Starc to Pant, no run",â€¢,"just outside off this time, he opens the face again and finds gully this time",Unknown,Outside Off
68.2,"Starc to Pant, 2 runs",2,"back of length outside off, he opens the face of the bat towards gully and finds the gap to get off the mark",Good,Outside Off
68.1,"Starc to Pant, no run",â€¢,"full toss, Pant won't mind that, and he pushed it down",Yorker,Unknown
67.6,"Lyon to Pujara, no run",â€¢,"on the back foot, ball turns into him and he offers the straight bat",Unknown,Off Stump
67.5,"Lyon to Pujara, no run",â€¢,"stays back again, this one turns into him and he defends it back",Unknown,Unknown
67.4,"Lyon to Pujara, no run",â€¢,stays back and punches the ball to cover,Good,Outside Off
67.3,"Lyon to Pujara, no run",â€¢,"Pujara comes down and pads the ball outside off, well down the pitch, and there's an appeal from Australia",Unknown,Outside Off
67.2,"Lyon to Vihari, OUT",W,"that's a direct hit from mid-off and Vihari is barely even trying to drag his bat in! Vihari came down the pitch, pushed the ball down to mid-off and set off for the quick single that probably didn't exist because he was about three-fourths down the pitch when Hazlewood struck the stumps with a direct hit. What an effort from Hazlewood. He put in a dive to his right and somehow threw the ball while falling on the ground and even hit the stumps! Could be the lack of scoring from Vihari that pushed him to go for this",Unknown,Off Stump
67.1,"Lyon to Pujara, 1 run",1,"comes down the pitch again, takes it on the full and whips the ball to mid-on for a quick single",Full,Unknown
66.6,"Hazlewood to Vihari, no run",â€¢,"well outside off to end the over, no movement, and Vihari punches it to extra cover",Good,Outside Off
66.5,"Hazlewood to Vihari, no run",â€¢,"towards the stumps again, he defends off the back foot",Unknown,Off Stump
66.4,"Hazlewood to Vihari, no run",â€¢,"another short ball, this one over the head and he ducks under it easily",Short,Unknown
66.3,"Hazlewood to Vihari, no run",â€¢,"looked like reverse swing into the stumps, Vihari stays back and helps it along towards leg gully",Unknown,Outside Off
66.2,"Hazlewood to Vihari, no run",â€¢,"targets the stumps from length around off, Vihari covers the line and blocks it",Good,Outside Off
66.1,"Hazlewood to Vihari, no run",â€¢,"bangs it in short outside off, Vihari lets it go",Short,Outside Off
65.6,"Lyon to Pujara, no run",â€¢,"flatter at 94kmh towards the stumps, he stays back and whips to square leg",Good,Leg Stump
65.5,"Lyon to Pujara, 2 runs",2,comes down to get to the pitch of the ball and flicks it with the turn beyond square leg for two more,Unknown,Leg Stump
