ball,bowler_batsman,result,commentary,length,line
63.3,"Siraj to Cummins, 1 run",1,worked to long leg,Unknown,Leg Stump
63.2,"Siraj to Cummins, no run",â€¢,"slower and fuller on off, Cummins reads it off the hand probably, right behind the line to defend",Full,Off Stump
63.1,"Siraj to Cummins, no run",â€¢,"slants in a length ball from wide of the crease, defended",Good,Outside Off
62.6,"Ashwin to Paine, OUT",W,"there's a third for Ashwin as Paine has nudged this to backward short leg. Held the length back, got it to dip and turn, Paine went with hard hands and that is an excellent catch from Vihari. Australia crumbling.",Good,Leg Stump
62.5,"Ashwin to Paine, no run",â€¢,"flatter and fuller, defended",Full,Unknown
62.4,"Ashwin to Paine, no run",â€¢,gets well forward and smothers this,Unknown,Unknown
62.3,"Ashwin to Paine, no run",â€¢,"fired full outside off, pushed to cover point",Full,Outside Off
62.2,"Ashwin to Paine, no run",â€¢,turns this into the leg side as he defends forward,Unknown,Leg Stump
62.1,"Ashwin to Paine, no run",â€¢,"slow turn but from leg stump, Pant grabs down leg",Unknown,Leg Stump
61.6,"Siraj to Cummins, no run",â€¢,"angles in a short of length delivery, defended into the leg side",Good,Leg Stump
61.5,"Siraj to Cummins, no run",â€¢,squirts this into the off side somehow even though he's squared up by the length,Good,Off Stump
61.4,"Siraj to Green, OUT",W,"sucker ball! Kept bowling deliveries that go away and then gets this to slant back in full and nip in, Green plays all around the line to be struck on the pad, given out on field and Green chooses to review He didn't review immediately so definitely no bat that means, only question is if this was missing, but that too is very unlikely because he was struck on the right pad. Ball tracking confirms this would've smashed the stumps so  Green has to go and Siraj has a second wicket.  What an impressive spell he's turned in after tea. India continue to chip away",Full,Leg Stump
61.3,"Siraj to Green, 2 runs",2,"chops this down to the third man region, couple of runs more into the kitty",Unknown,Unknown
61.2,"Siraj to Green, no run",â€¢,"good movement off the deck as Green is caught in two minds, lets it go in the end",Unknown,Off Stump
61.1,"Siraj to Green, no run",â€¢,"length outside off, left alone",Good,Outside Off
60.6,"Ashwin to Paine, no run",â€¢,punches this length delivery to mid-off,Good,Off Stump
60.5,"Ashwin to Paine, no run",â€¢,"turns this to short midwicket, good stop moving to his right by Pujara",Short,Unknown
60.4,"Ashwin to Paine, no run",â€¢,"flicks to midwicket, nice flight again from Ashwin",Unknown,Unknown
60.3,"Ashwin to Green, 1 run",1,steps out and chips this wide of midwicket,Unknown,Outside Off
60.2,"Ashwin to Green, no run",â€¢,"slow turn off a length on middle, defended",Good,Off Stump
60.1,"Ashwin to Green, no run",â€¢,"makes room, cuts but finds point",Unknown,Outside Off
59.6,"Siraj to Paine, 2 runs",2,"works this off the pads to deep square, lazy fielding from Umesh (I think), shouldn't have been a second",Unknown,Off Stump
59.5,"Siraj to Paine, FOUR runs",4,"edged, wide of the first slip fielder. Streaky boundary. Siraj continues to bowl better and better. Genuine edge as Paine was squared up. Late movement again. Lucky break for the skipper",Unknown,Outside Off
59.4,"Siraj to Paine, no run",â€¢,gets forward and defends this pitched up delivery into the off side,Unknown,Off Stump
59.3,"Siraj to Green, 1 run",1,"beautifully driven down the ground past the bowler, only one because a straightish mid-off runs across to cut that off",Full,Off Stump
59.2,"Siraj to Green, no run",â€¢,"full and moving away a hint, it's there for the drive, but Green is happy to leave again",Full,Unknown
59.1,"Siraj to Green, no run",â€¢,"good delivery, this is floated full, it shapes away late and Green leaves at the last moment",Full,Unknown
58.6,"Ashwin to Green, 1 run",1,steps out and works this with the spin to deep midwicket,Unknown,Unknown
58.5,"Ashwin to Green, no run",â€¢,stabs it into the off side as Ashwin gets sharp turn again,Unknown,Off Stump
58.4,"Ashwin to Green, no run",â€¢,"plays outside the line, this one spins back in sharply to roll back off the inner part of the bat",Unknown,Off Stump
58.3,"Ashwin to Green, no run",â€¢,right behind the line as he defends that,Unknown,Unknown
58.2,"Ashwin to Green, no run",â€¢,driven straight to point,Unknown,Outside Off
58.1,"Ashwin to Green, no run",â€¢,"extra bounce, beaten or so it seems as he looks to cut, Pant fumbled a bit before grabbing it. Ashwin super confident there was an edge, Pant wasn't sure so they don't review",Unknown,Unknown
57.6,"Siraj to Paine, no run",â€¢,"short of length outside off, punches it towards cover-point",Good,Outside Off
57.5,"Siraj to Paine, no run",â€¢,"length outside off, gets a thick outside edge that lands well short of the gully fielder. Rahane does well to get low to his left and make a one-handed stop",Good,Outside Off
57.4,"Siraj to Paine, no run",â€¢,"length ball around off, looks to drop and run but ends up playing it nowhere",Good,Off Stump
57.3,"Siraj to Paine, no run",â€¢,"length ball on the stumps, defended again",Good,Unknown
57.2,"Siraj to Paine, no run",â€¢,,,
57.1,"Siraj to Paine, no run",â€¢,"length ball around off, comes forward and blocks",Good,Off Stump
56.6,"Ashwin to Green, no run",â€¢,works wide of Jadeja at mid-on for a quick single,Good,Outside Off
56.5,"Ashwin to Green, no run",â€¢,"pulls his length back, gets this to bite off the deck, turned with the spin",Good,Off Stump
56.4,"Ashwin to Paine, 1 run",1,turns this to mid-on but was off balance as he met this tossed up delivery,Full,Off Stump
56.3,"Ashwin to Paine, no run",â€¢,"nice flight, lands it on middle and leg, defended",Unknown,Middle Stump
56.2,"Ashwin to Paine, no run",â€¢,turns this length ball outside of to the leg side,Good,Leg Stump
56.1,"Ashwin to Paine, no run",â€¢,"angles this full from wide of the crease, left alone",Full,Outside Off
55.6,"Siraj to Green, no run",â€¢,steers this to the gully,Unknown,Outside Off
55.5,"Siraj to Green, no run",â€¢,,,
55.4,"Siraj to Green, no run",â€¢,,,
55.3,"Siraj to Green, no run",â€¢,stands tall and punches to the off side,Unknown,Off Stump
55.2,"Siraj to Green, no run",â€¢,works this incoming length delivery into the leg side,Good,Leg Stump
55.1,"Siraj to Green, no run",â€¢,"full on the stumps, defended back",Full,Unknown
54.6,"Ashwin to Green, 1 run",1,"mix-up in the running, but it appears as if Paine is fine. The throw from Umesh at cover was to the striker's end, there was a bit of hesitation in the running. Well, it appears as if Paine's bat is on the line as the bails come off. Bonus wicket for India? One angle suggested as if he was on the line, the other suggests there's something over the line. Not out",Good,Outside Off
54.5,"Ashwin to Green, no run",â€¢,"fired on middle and leg, kept out",Unknown,Middle Stump
54.4,"Ashwin to Green, no run",â€¢,"steps out and then has to lunge out a bit more to get to the delivery, defended with soft hands",Unknown,Unknown
54.3,"Ashwin to Paine, 1 run",1,"punched between cover and point, the noise has picked up a bit with Paine out in the middle",Good,Outside Off
54.2,"Ashwin to Paine, no run",â€¢,"squirted off the inside edge past square leg, lots of ooohs and aaaahs from Pant",Unknown,Off Stump
54.1,"Ashwin to Paine, no run",â€¢,defends this length delivery back to the bowler,Good,Unknown
53.6,"Siraj to Green, no run",â€¢,takes a step outside the line and defends this full delivery,Full,Unknown
53.5,"Siraj to Paine, 1 run",1,"nicely tapped into the off side, recognised the opportunity for a single and Green was very receptive to the idea",Unknown,Off Stump
53.4,"Siraj to Paine, FOUR runs",4,"fetches the pull from outside off, gets enough to hit it up and over square leg. Confident stroke from the captain",Short,Outside Off
53.3,"Siraj to Paine, no run",â€¢,squeezes this full delivery to short mid-off,Full,Off Stump
53.2,"Siraj to Paine, no run",â€¢,"floats it full outside off, worked to mid-on",Full,Outside Off
53.1,"Siraj to Paine, no run",â€¢,stands tall and punches to point,Unknown,Outside Off
52.6,"Ashwin to Green, no run",â€¢,"length on off, stays inside the crease and defends. Steady over first up",Good,Off Stump
52.5,"Ashwin to Green, no run",â€¢,"makes a bit of room  but this drifts in a long way, defended",Unknown,Unknown
52.4,"Ashwin to Green, no run",â€¢,"nice flight and loop, Green is well forward as he blocks",Unknown,Unknown
52.3,"Ashwin to Green, no run",â€¢,defended to short mid-on,Good,Unknown
52.2,"Ashwin to Green, no run",â€¢,gets well forward and blocks,Unknown,Unknown
52.1,"Ashwin to Green, no run",â€¢,"good leave, drifts and bounces from outside off, not far from the glove",Unknown,Outside Off
51.6,"Siraj to Paine, no run",â€¢,length ball outside off and left alone,Good,Outside Off
51.5,"Siraj to Green, 1 run",1,"length ball on middle and leg, flicked behind square leg",Good,Middle Stump
51.4,"Siraj to Green, no run",â€¢,"length ball around off, comes forward and blocks",Good,Off Stump
51.3,"Siraj to Green, no run",â€¢,"a bouncer this time, ducks under easily",Short,Unknown
51.2,"Siraj to Green, no run",â€¢,"fuller on the pads, flicked away. Was in the air but well short of either of short square legs",Full,Leg Stump
51.1,"Siraj to Green, no run",â€¢,another big appeal for lbw. Jags back in after pitching on a length to beat the bat but Rahane says not to the review straightaway. And replays prove him right. Was going just over,Good,Unknown
50.6,"Ashwin to Paine, no run",â€¢,"tossed up on middle and leg, Paine once again looks to flick but isn't to the pitch of the ball. Was in the air for a while before dribbling towards square leg",Full,Middle Stump
50.5,"Ashwin to Paine, no run",â€¢,"fuller on the stumps, flicked towards short midwicket",Full,Unknown
50.4,"Ashwin to Paine, no run",â€¢,"tossed up around off at 87kph, smothered from the front foot",Full,Off Stump
50.3,"Ashwin to Paine, no run",â€¢,"fuller around off, pushes it back towards the bowler",Full,Off Stump
50.2,"Ashwin to Green, 1 run",1,"length ball around off, punches it towards covers",Good,Outside Off
50.1,"Ashwin to Green, no run",â€¢,"length ball on middle and leg, turned away towards short fine leg",Good,Middle Stump
49.6,"Siraj to Paine, no run",â€¢,"length ball around off, comes back in slightly off the seam to rap Paine on the pads. An appeal for lbw from the bowler but the umpire is not interested. Rahane is having a long chat and reviews it just in time. There is no bat involved, the height is okay but it's just clipping the leg stump. Umpire's call on that, so that stays not out",Good,Off Stump
49.5,"Siraj to Paine, no run",â€¢,"length ball around off, comes forward and blocks",Good,Off Stump
49.4,"Siraj to Paine, no run",â€¢,"welcomes him with the bouncer, Paine ducks under",Short,Unknown
49.3,"Siraj to Labuschagne, OUT",W,"Gill takes a brilliant catch at backward square leg to give his fellow debutant his maiden Test wicket. Siraj bowled this from wide of the crease, Labuschagne had been glancing them for ease so far. He tries again but cannot keep this fine enough or down. Gill dives to his right and takes a good, low catch",Unknown,Outside Off
49.2,"Siraj to Labuschagne, no run",â€¢,"length ball outside off, looks to drop and run but it went just to the right of the gully fielder",Good,Outside Off
49.1,"Siraj to Labuschagne, no run",â€¢,"fuller on the stumps, comes forward and blocks",Full,Unknown
48.6,"Ashwin to Green, no run",â€¢,"fuller around middle and leg and spinning, defended from the front foot with hard hands",Full,Middle Stump
48.5,"Ashwin to Green, no run",â€¢,"length ball on middle and leg, flicked but short leg gets in the way",Good,Middle Stump
48.4,"Ashwin to Green, no run",â€¢,"tossed up outside off, comes forward and pushes it gently towards mid-off",Full,Outside Off
48.3,"Ashwin to Labuschagne, 3 runs",3,"too full from Ashwin and Labuschagne drives it through covers, and they come back for the third",Full,Outside Off
48.2,"Ashwin to Labuschagne, no run",â€¢,"length ball on middle and leg, turned away towards the leg slip",Good,Outside Off
48.1,"Ashwin to Labuschagne, no run",â€¢,"fuller on the stumps at 90.4kph, blocked from the crease",Full,Unknown
47.6,"Siraj to Green, no run",â€¢,"length ball around off, stays back and defends it down the wicket",Good,Off Stump
47.5,"Siraj to Green, no run",â€¢,"slips in a bouncer but too short, Green had no problems ducking under it",Short,Outside Off
47.4,"Siraj to Green, no run",â€¢,"pitched up in the line of the stumps, another drive to mid-on",Good,Unknown
47.3,"Siraj to Green, no run",â€¢,"length ball, angling in from outside off, left alone",Good,Outside Off
47.2,"Siraj to Green, no run",â€¢,"fuller around off again, plays along the ground towards mid-on, with a straight bat",Full,Off Stump
47.1,"Siraj to Green, no run",â€¢,"fuller around off, comes forward and drives it towards mid-on",Full,Off Stump
46.6,"Ashwin to Labuschagne, no run",â€¢,drops it on the off side for a quick single,Unknown,Off Stump
46.5,"Ashwin to Green, 1 run",1,,,
46.4,"Ashwin to Green, no run",â€¢,"down the leg side and spinning further away, misses the flick",Unknown,Leg Stump
46.3,"Ashwin to Green, no run",â€¢,lunges forward and blocks again,Unknown,Unknown
46.2,"Ashwin to Green, no run",â€¢,"use of feet, Ashwin pulls his length back, Green manages to push it towards the bowler",Good,Unknown
46.1,"Ashwin to Green, no run",â€¢,"starts with a flatter one around off, defended from the back foot",Good,Off Stump
45.6,"Bumrah to Labuschagne, no run",â€¢,"length ball around off, angling in to catch the batsman on the crease, defended",Good,Off Stump
45.5,"Bumrah to Labuschagne, no run",â€¢,"fuller around off, comes forward and blocks",Full,Off Stump
45.4,"Bumrah to Labuschagne, no run",â€¢,a bouncer but too high. Ignored by the batsman. Pant jumps and takes it with his outstretched right hand,Short,Unknown
45.3,"Bumrah to Labuschagne, no run",â€¢,"short of length around off, stays where he is and drops it down",Good,Off Stump
45.2,"Bumrah to Green, 3 runs",3,"fuller around off, drives it through extra cover for a couple. And they come back for the third",Full,Outside Off
45.1,"Bumrah to Green, no run",â€¢,"length ball but way down the leg side, Green cannot connect the glance",Good,Leg Stump
44.6,"Yadav to Labuschagne, no run",â€¢,"an appeal for lbw, but denied. India are pondering about taking the DRS but they don't in the end. Was a length ball on middle, Labuschagne misses the flick but perhaps it was going down",Good,Middle Stump
44.5,"Yadav to Labuschagne, no run",â€¢,"fuller around off, comes forward and blocks again",Full,Off Stump
44.4,"Yadav to Labuschagne, no run",â€¢,"short of length around off, stands tall and defends it into the pitch",Good,Off Stump
44.3,"Yadav to Labuschagne, no run",â€¢,"length ball around off, tucked away towards square leg",Good,Off Stump
44.2,"Yadav to Labuschagne, no run",â€¢,"length ball around off, a hint of movement away, Labuschagne adjusts to defend it",Good,Off Stump
44.1,"Yadav to Labuschagne, no run",â€¢,"length ball around off, stays back and blocks",Good,Off Stump
43.6,"Bumrah to Green, no run",â€¢,"length ball around off, stays in his crease, not much feet movement and defends it on the off side",Good,Off Stump
43.6,"Bumrah to Green, 1 wide",1w,a bouncer to end the over with but it's too high and Green had no problem ducking under. And it has been called a wide for height,Short,Outside Off
43.5,"Bumrah to Labuschagne, 1 run",1,"short of length and angling towards the leg stump, swivels to pull it down towards fine leg",Good,Leg Stump
43.4,"Bumrah to Labuschagne, no run",â€¢,"length ball in the corridor, left alone",Good,Outside Off
43.3,"Bumrah to Labuschagne, no run",â€¢,"fuller around off, dead-bats it again",Full,Off Stump
43.2,"Bumrah to Labuschagne, no run",â€¢,"fuller around off, comes forward and blocks under his nose",Full,Off Stump
43.1,"Bumrah to Labuschagne, no run",â€¢,"length ball around off, defended",Good,Off Stump
42.6,"Yadav to Green, no run",â€¢,"length ball around off, stands in his crease and blocks",Good,Off Stump
42.5,"Yadav to Labuschagne, 1 run",1,"fuller on the stumps, clipped towards square leg",Full,Leg Stump
42.4,"Yadav to Labuschagne, no run",â€¢,"length ball down the leg side, moves across and looks to glance but misses",Good,Leg Stump
42.3,"Yadav to Labuschagne, no run",â€¢,"length ball in the channel, left alone",Good,Unknown
42.2,"Yadav to Labuschagne, no run",â€¢,beauty! Swung late after pitching on a length just outside off. Labuschagne was forced to play at it and gets beaten. Pant was caught on the wrong foot as well but adjusts in the end,Good,Outside Off
42.1,"Yadav to Labuschagne, no run",â€¢,"length ball around off, defended solidly",Good,Off Stump
41.6,"Bumrah to Green, no run",â€¢,"length ball around off, gets behind and blocks",Good,Off Stump
41.5,"Bumrah to Head, OUT",W,"and he gets his man. Rahane pouches one at gully. Short of length just outside off, was coming in with the angle, Head looked to push at it but the ball held its line. Didn't bounce as much as Head expected but Rahane took a neat, tumbling catch to his right",Good,Outside Off
41.5,"Bumrah to Head, (no ball)",1nb,"length ball on the pads, flicked towards short midwicket. And another no-ball, a close call this one",Good,Leg Stump
41.4,"Bumrah to Head, no run",â€¢,"short again, but angled down this time, Head gets outside the line of the ball",Short,Unknown
41.3,"Bumrah to Head, no run",â€¢,"short of length to get the batsman hopping, turns it towards square leg",Good,Leg Stump
41.2,"Bumrah to Head, no run",â€¢,"a sharp bouncer, angled in at the batsman, Head ducks under",Short,Unknown
41.2,"Bumrah to Head, (no ball)",1nb,"short of length around off, gets on his toes and punches it towards extra cover. Bumrah oversteps this time",Good,Outside Off
41.1,"Bumrah to Head, no run",â€¢,"fuller around off, looks to push but gets a thick outside edge to short extra cover",Full,Outside Off
40.6,"Yadav to Labuschagne, no run",â€¢,"short of length on middle and leg, goes back and works it towards square leg once again",Good,Middle Stump
40.5,"Yadav to Labuschagne, no run",â€¢,"length ball on the pads, tucked away towards square leg",Good,Leg Stump
40.5,"Yadav to Labuschagne, (no ball)",1nb,"length ball around off, looks to drop and run but realises the ball hasn't gone anywhere. A call of no run from the batsman, a call of no-ball from third umpire",Good,Off Stump
40.4,"Yadav to Labuschagne, no run",â€¢,a bouncer this time but outside off and a touch too high. Ignored by Labuschagne,Short,Outside Off
40.3,"Yadav to Labuschagne, no run",â€¢,"length ball around off, stands tall and defends",Good,Off Stump
40.2,"Yadav to Labuschagne, FOUR runs",4,"fuller in the channel, Labuschagne hangs his bat out, gets a thick outside edge that goes down into the ground and races away through the gap between first slip and gully",Full,Outside Off
40.1,"Yadav to Labuschagne, no run",â€¢,"fuller, down the leg side, flicked towards square leg",Full,Leg Stump
39.6,"Bumrah to Head, FOUR runs",4,gorgeous! Bumrah overpitches by a small margin and Head thumps this on the up to beat mid-off. Back-to-back boundaries to end the first hour after lunch.,Unknown,Off Stump
39.5,"Bumrah to Head, FOUR runs",4,"that's a bad ball that deserved to be put away and Head did just that, with a lot of love. Gently flicked into the gap past the diving Vihari at square leg",Unknown,Leg Stump
39.4,"Bumrah to Labuschagne, 1 run",1,"helps this short ball along to fine leg, this was just past the leg slip fielder",Short,Outside Off
39.3,"Bumrah to Head, 1 run",1,whips this into the gap at midwicket,Unknown,Unknown
39.2,"Bumrah to Head, no run",â€¢,"sways out of the way of this short ball, drops his wrists as well",Short,Unknown
39.1,"Bumrah to Head, no run",â€¢,forces this full delivery to mid-off,Full,Off Stump
38.6,"Yadav to Labuschagne, no run",â€¢,"length ball on off, not much movement off the pitch, defended back",Good,Off Stump
38.5,"Yadav to Head, 1 run",1,"hops back to defend, inside edge onto the thigh pad",Unknown,Leg Stump
38.4,"Yadav to Head, no run",â€¢,ducks under this short ball on middle,Short,Middle Stump
38.3,"Yadav to Labuschagne, 1 run",1,nicely eased off his hip to deep square,Unknown,Off Stump
38.2,"Yadav to Head, 1 run",1,"helped on its way to fine leg, too easy",Unknown,Leg Stump
38.1,"Yadav to Head, no run",â€¢,"full on the stumps from around the wicket, defended back",Full,Unknown
37.6,"Siraj to Head, 1 run",1,"cuts but no timing since he's cramped for room, squirted wide of backward point",Unknown,Outside Off
37.5,"Siraj to Head, 2 runs",2,hint of width and he punches it on the up through cover,Good,Outside Off
37.4,"Siraj to Head, no run",â€¢,"length on off, not much movement off the deck, pushed to cover",Good,Outside Off
37.3,"Siraj to Head, no run",â€¢,"fuller on off, defended back",Full,Off Stump
37.2,"Siraj to Head, FOUR runs",4,"ah, lovely to watch! Shows the full face to play a delightful off drive to beat mid-off",Full,Off Stump
37.1,"Siraj to Head, no run",â€¢,defends this incoming delivery back down the pitch,Unknown,Unknown
36.6,"Yadav to Labuschagne, no run",â€¢,right behind the line as he defends,Unknown,Unknown
36.5,"Yadav to Labuschagne, no run",â€¢,sways out of the way of this short ball outside off,Short,Outside Off
36.4,"Yadav to Head, 1 run",1,"climbs into him, Head hops back and fends it down to long leg",Unknown,Leg Stump
36.3,"Yadav to Head, no run",â€¢,hops back and defends,Unknown,Unknown
36.2,"Yadav to Head, FOUR runs",4,"uppish, leading edge and it just about beats point to the boundary. Was looking to whip it initially into the leg side, hint of movement. Umesh shouldn't mind that",Unknown,Outside Off
36.1,"Yadav to Head, no run",â€¢,"another short ball, at good pace too. Head avoids it quite easily though",Short,Unknown
35.6,"Siraj to Head, 1 run",1,hops back and across to work this off his hip to square leg,Unknown,Off Stump
35.5,"Siraj to Head, no run",â€¢,"slants a length ball across, defended",Good,Unknown
35.4,"Siraj to Labuschagne, 1 run",1,"straying into the pads, worked into the gap between midwicket and mid-on",Good,Leg Stump
35.3,"Siraj to Labuschagne, no run",â€¢,"follows it up with another bouncer, Marnus sways out of the way",Short,Unknown
35.2,"Siraj to Labuschagne, no run",â€¢," is that out? Not given. Marnus struck on the head  but did he also get a glove to it? The umpire is unmoved and India don't take the referral. He was looking to pull but was late on the shot, tried to bail out but by then the ball had pinged him. He seems fine though.",Short,Leg Stump
35.1,"Siraj to Labuschagne, no run",â€¢,"bowls this full on the stumps from wide of the crease, defended back with a straight bat",Full,Outside Off
34.6,"Yadav to Head, no run",â€¢,"another good short ball, both feet off the ground as Head defends this back",Short,Off Stump
34.5,"Yadav to Head, no run",â€¢,"full on off, Head walks across and meets it right under his nose",Full,Off Stump
34.4,"Yadav to Head, no run",â€¢,"good bouncer angling away, Head somehow manages to get out of the way",Short,Unknown
34.3,"Yadav to Head, no run",â€¢,shows the full face of the bat to defend this back,Full,Unknown
34.2,"Yadav to Head, 2 runs",2,"tucked off his hips again, couple of runs into the vacant square leg region",Unknown,Off Stump
34.1,"Yadav to Head, no run",â€¢,works this short of length delivery off his hip to square leg,Good,Off Stump
33.6,"Siraj to Labuschagne, 4 runs",4,"width and put away as he crashes this into the gap at cover, just about pulls up inside the rope and  they'll take three. Run four. Good first half hour for the Aussies after lunch",Good,Outside Off
33.5,"Siraj to Labuschagne, no run",â€¢,"short of length, there's bounce off the deck this time as Marnus leaves",Good,Off Stump
